Year,Player,Position,College,40,Vertical,Broad,Shuttle,Bench
2017,Art Maulet,DB,Memphis,4.62,34.5,120,4.22,18
2017,Arthur Maulet,CB,Memphis,4.62,34.5,120,,18
2020,Brian Herrien,RB,Georgia,4.62,38.5,126,4.4,18
2024,Kendall Milton,RB,Georgia,4.62,35.5,124,,18
2011,Schuylar Oordt,TE,Northern Iowa,4.63,36,119,4.25,18
2014,Jackson Jeffcoat,DE,Texas,4.63,36,123,4.18,18
2015,Kevin White,CB,Texas Christian,4.63,35.5,121,4.14,18
2018,Jarvion Franklin,RB,Western Michigan,4.63,30,109,4.31,18
2020,Antoine Brooks,S,Maryland,4.64,34.5,,,18
2006,DonTrell Moore,RB,New Mexico,4.65,32,116,4.32,18
2011,Stevan Ridley,RB,LSU,4.65,36,118,4.21,18
2013,Jake Stoneburner,TE,Ohio State,4.65,34.5,116,4.27,18
2006,Cedric Humes,RB,Virginia Tech,4.68,30.5,106,4.22,18
2010,Tony Moeaki,TE,Iowa,4.69,34,113,4.42,18
2012,DeAngelo Peterson,TE,LSU,4.69,36,121,,18
2019,Jaquan Johnson,S,Miami (FL),4.69,33,121,,18
2020,Scoota Harris,LB,Arkansas,4.69,33,111,4.32,18
2021,Mekhi Sargent,RB,Iowa,4.69,33.5,113,4.3,18
2010,LeGarrette Blount,RB,Oregon,4.7,35,117,4.49,18
2014,Silas Redd,RB,Southern California,4.7,37,122,,18
2021,Larry Rountree,RB,Missouri,4.7,30,108,4.47,18
2016,Temarrick Hemingway,TE,South Carolina State,4.71,30.5,115,4.31,18
2008,Martellus Bennett,TE,Texas A&M,4.75,34,118,4.53,18
2020,Charlie Taumoepeau,TE,Portland State,4.75,36.5,121,4.27,18
2014,Aaron Lynch,DE,South Florida,4.76,,,,18
2017,Daeshon Hall,DE,Texas A&M,4.76,36,123,4.63,18
2008,Bernard Morris,QB,Marshall,4.77,24.5,109,,18
2009,Robert Ayers,DE,Tennessee,4.77,29.5,102,4.51,18
2011,Daniel Hardy,TE,Idaho,4.77,,,,18
2020,Colby Parkinson,TE,Stanford,4.77,32.5,109,4.46,18
2017,Hardy Nickerson,LB,Illinois,4.78,33,116,4.21,18
2008,Jason Jones,DE,Eastern Michigan,4.8,25.5,123,4.32,18
2013,Ray Graham,RB,Pittsburgh,4.8,32.5,112,4.21,18
2018,Tyler Conklin,TE,Central Michigan,4.8,38,120,4.23,18
2020,Adam Trautman,TE,Dayton,4.8,34.5,114,4.27,18
2018,Durham Smythe,TE,Notre Dame,4.81,31,110,4.23,18
2005,Ryan Riddle,DE,California,4.82,,,,18
2019,Anthony Nelson,DE,Iowa,4.82,35.5,118,4.23,18
2014,James Wilder,RB,Florida State,4.86,35,121,4.24,18
2005,Alex Holmes,TE,Southern California,4.92,,,,18
2016,Ron Thompson,DE,Syracuse,4.92,,,4.5,18
2014,Jordan Najvar,TE,Baylor,4.93,32.5,111,4.47,18
2018,Ryan Izzo,TE,Florida State,4.94,33,110,4.43,18
2011,Ryan Winterswyk,DE,Boise State,4.96,30,111,4.37,18
2010,Tim Hiller,QB,Western Michigan,4.97,32.5,118,4.54,18
2017,Hayden Plinke,TE,Texas-El Paso,4.97,28,109,4.59,18
2014,George Uko,DT,Southern California,4.99,29.5,110,,18
2011,Cameron Graham,TE,Louisville,5,31,105,4.51,18
2007,Xzavie Jackson,DE,Missouri,5.01,33,110,,18
2005,Jimmy Verdon,DE,Arizona State,5.05,29.5,105,4.53,18
2017,Davon Godchaux,DT,LSU,5.27,,,4.43,18
2018,Taylor Stallworth,DT,South Carolina,5.28,23.5,101,4.75,18
2012,Josh Robinson,CB,Central Florida,4.29,38.5,133,3.97,17
2019,Mecole Hardman,WR,Georgia,4.33,36.5,119,,17
2011,Julio Jones,WR,Alabama,4.34,38.5,135,4.25,17
2011,Aldrick Robinson,WR,Southern Methodist,4.35,40,126,4.09,17
2021,Elijah Mitchell,RB,Louisiana-Lafayette,4.35,37.5,128,4.2,17
2021,Elijah Moore,WR,Mississippi,4.35,36,121,4,17
2008,Dominique Rodgers-Cromartie,CB,Tennessee State,4.36,38.5,131,4.17,17
2012,Devon Wylie,WR,Fresno State,4.36,39,123,,17
2012,Tommy Streeter,WR,Miami (FL),4.37,33,125,,17
2017,T.J. Logan,RB,North Carolina,4.37,33.5,121,4.43,17
2006,Tim Jennings,CB,Georgia,4.38,37.5,117,,17
2017,Shaquill Griffin,DB,Central Florida,4.38,38.5,132,4.14,17
2013,Robert Alford,CB,Southeastern Louisiana,4.39,40,132,4.23,17
2014,Bradley Roby,CB,Ohio State,4.39,38.5,123,4.04,17
2020,Jonathan Taylor,RB,Wisconsin,4.39,36,123,4.24,17
2007,Marcus McCauley,CB,Fresno State,4.4,36,129,4.17,17
2008,Leodis McKelvin,CB,Troy,4.4,33.5,121,4.1,17
2014,Brandon Dixon,CB,Northwest Missouri State,4.41,32.5,116,4.27,17
2016,Tyler Ervin,RB,San Jose State,4.41,39,130,,17
2024,Ricky Pearsall,WR,Florida,4.41,42,129,4.05,17
2010,Golden Tate,WR,Notre Dame,4.42,35,120,4.34,17
2012,Ronnie Hillman,RB,San Diego State,4.42,37,,,17
2012,Chaz Powell,CB,Penn State,4.42,33,121,4.16,17
2020,Josiah Scott,CB,Michigan State,4.42,,,,17
2008,Terrence Wheatley,CB,Colorado,4.43,36.5,128,4.17,17
2010,Crezdon Butler,CB,Clemson,4.43,39.5,121,4.23,17
2015,Craig Mager,CB,Texas State,4.44,38,130,4.07,17
2012,Bernard Pierce,RB,Temple,4.45,36.5,123,4.28,17
2015,DeVante Parker,WR,Louisville,4.45,36.5,125,,17
2017,Amara Darboh,WR,Michigan,4.45,36,124,4.26,17
2007,Aaron Ross,CB,Texas,4.46,34,118,4.15,17
2013,Mark Harrison,WR,Rutgers,4.46,38.5,129,4.33,17
2007,Tarell Brown,CB,Texas,4.47,33.5,111,4.37,17
2016,Marshaun Coprich,RB,Illinois State,4.47,34,112,4.58,17
2019,Amani Oruwariye,CB,Penn State,4.47,36.5,120,4.16,17
2020,Jalen Reagor,WR,Texas Christian,4.47,42,138,4.46,17
2021,Tim Jones,WR,Southern Mississippi,4.47,40,124,4.14,17
2013,Kerwynn Williams,RB,Utah State,4.48,35,118,4.15,17
2014,Charles Sims,RB,West Virginia,4.48,37.5,125,4.3,17
2016,Marquez North,WR,Tennessee,4.48,35,123,4.13,17
2019,Chauncey Gardner-Johnson,S,Florida,4.48,36,117,4.2,17
2019,Travis Homer,RB,Miami (FL),4.48,39.5,130,4.31,17
2020,Jeff Gladney,CB,Texas Christian,4.48,37.5,124,,17
2021,Nate Hobbs,CB,Illinois,4.48,40.5,135,4.17,17
2006,Leon Washington,RB,Florida State,4.49,32.5,105,4.37,17
2007,Fred Bennett,CB,South Carolina,4.49,38.5,125,4.3,17
2014,Travis Carrie,CB,Ohio,4.49,,,,17
2016,D.J. White,CB,Georgia Tech,4.49,33,132,4.33,17
2020,Kyle Dugger,S,Lenoir-Rhyne,4.49,42,134,,17
2005,Ryan Grant,RB,Notre Dame,4.5,33.5,115,4.12,17
2005,Jamaica Rector,WR,Northwest Missouri State,4.5,36.5,119,4.13,17
2006,Danieal Manning,CB,Abilene Christian,4.5,39,123,4.07,17
2009,DeAngelo Smith,CB,Cincinnati,4.5,31.5,109,4.35,17
2016,Braxton Miller,WR,Ohio State,4.5,35,123,4.07,17
2018,Taron Johnson,CB,Weber State,4.5,33,118,4.28,17
2015,Alex Carter,CB,Stanford,4.51,40,121,4.07,17
2015,Bobby McCain,CB,Memphis,4.51,36,130,3.82,17
2020,Kendrick Rogers,WR,Texas A&M,4.51,35.5,124,4.48,17
2005,Kelvin Hayden,CB,Illinois,4.52,34,111,3.9,17
2009,DeAndre Wright,CB,New Mexico,4.52,34.5,122,4.44,17
2015,Todd Gurley,RB,Georgia,4.52,,,,17
2018,Nick Nelson,CB,Wisconsin,4.52,,123,,17
2005,DeAndra Cobb,RB,Michigan State,4.53,34,118,4.25,17
2013,Khalid Wooten,CB,Nevada,4.53,33.5,117,4.18,17
2015,Marcus Peters,CB,Washington,4.53,37.5,121,4.08,17
2006,Derrick Martin,CB,Wyoming,4.54,40,127,3.95,17
2015,Da'Ron Brown,WR,Northern Illinois,4.54,37,120,4.11,17
2018,Royce Freeman,RB,Oregon,4.54,34,118,4.16,17
2022,Coby Bryant,CB,Cincinnati,4.54,,,,17
2007,Joel Filani,WR,Texas Tech,4.55,32.5,117,,17
2009,Ramses Barden,WR,Cal Poly,4.55,33.5,118,4.26,17
2009,James Davis,RB,Clemson,4.55,32,109,4.37,17
2010,Chris Brown,RB,Oklahoma,4.55,36,115,,17
2013,Matthew Tucker,RB,Texas Christian,4.55,35.5,118,,17
2017,Darrell Daniels,TE,Washington,4.55,32,116,4.47,17
2018,Allen Lazard,WR,Iowa State,4.55,38,122,,17
2018,Trey Quinn,WR,Southern Methodist,4.55,33.5,116,4.19,17
2007,Michael Coe,CB,Alabama State,4.56,35,122,4.31,17
2009,Austin Collie,WR,Brigham Young,4.56,34,120,4.24,17
2009,D.J. Moore,CB,Vanderbilt,4.56,39.5,118,4.28,17
2011,Dion Lewis,RB,Pittsburgh,4.56,34.5,112,4.18,17
2015,Quandre Diggs,CB,Texas,4.56,35.5,113,4.15,17
2006,Tony Scheffler,TE,Western Michigan,4.57,33.5,115,4.01,17
2008,Ryan Grice-Mullen,WR,Hawaii,4.57,27.5,118,4.16,17
2019,Dexter Williams,RB,Notre Dame,4.57,36,130,4.16,17
2012,Jeff Fuller,WR,Texas A&M,4.58,,,,17
2013,Adrian Bushell,CB,Louisville,4.58,33,116,4.25,17
2014,Larry Webster,DE,Bloomsburg,4.58,36.5,123,4.44,17
2015,MyCole Pruitt,TE,Southern Illinois,4.58,38,118,4.37,17
2020,Laviska Shenault,WR,Colorado,4.58,,,,17
2021,CJ Marable,RB,Coastal Carolina (SC),4.58,36,116,4.34,17
2014,Antone Exum,CB,Virginia Tech,4.59,35,116,4.13,17
2015,David Cobb,RB,Minnesota,4.59,38.5,121,,17
2009,Anthony Kimble,RB,Stanford,4.6,36,122,4.4,17
2013,C.J. Anderson,RB,California,4.6,32,119,4.12,17
2020,Alohi Gilman,S,Notre Dame,4.6,32,119,4.08,17
2020,K.J. Hill,WR,Ohio State,4.6,32.5,114,,17
2007,Brandon McDonald,CB,Memphis,4.61,33,118,4.76,17
2007,Syndric Steptoe,WR,Arizona,4.61,33,,,17
2015,Mike Davis,RB,South Carolina,4.61,34,116,4.18,17
2008,Xavier Omon,RB,Northwest Missouri State,4.62,31,112,,17
2015,Dominique Brown,RB,Louisville,4.62,,,,17
2020,Casey Toohill,LB,Stanford,4.62,39,126,4.21,17
2021,Gary Brightwell,RB,Arizona,4.62,34.5,118,4.48,17
2019,Malik Gant,S,Marshall,4.63,34.5,114,4.3,17
2019,Evan Worthington,S,Colorado,4.63,33.5,121,4.37,17
2024,Isaiah Williams,WR,Illinois,4.63,38,123,,17
2019,JoeJuan Williams,CB,Vanderbilt,4.64,,,,17
2021,Zach Davidson,TE,Central Missouri,4.64,37.5,117,4.26,17
2015,Donatella Luckett,WR,Harding,4.65,34,118,4.5,17
2015,Tello Luckett,WR,Harding,4.65,34,118,4.5,17
2012,Juron Criner,WR,Arizona,4.66,38,117,4.3,17
2005,Noah Herron,RB,Northwestern,4.67,31,107,3.97,17
2018,Mark Andrews,TE,Oklahoma,4.67,31,113,4.38,17
2015,Ezell Ruffin,WR,San Diego State,4.68,27.5,110,4.58,17
2021,Brevin Jordan,TE,Miami (FL),4.68,34,116,4.5,17
2006,Khalid Naziruddin,CB,Texas Tech,4.69,38.5,119,,17
2015,Tyler Kroft,TE,Rutgers,4.69,,,,17
2017,Ricky Seals-Jones,WR,Texas A&M,4.69,28,121,4.33,17
2021,Terrell Jana,WR,Virginia,4.69,32,110,4.13,17
2015,Devin Funchess,WR,Michigan,4.7,38.5,122,,17
2017,Jayon Brown,LB,UCLA,4.7,31.5,120,,17
2019,T.J. Hockenson,TE,Iowa,4.7,37.5,123,4.18,17
2012,D'Anton Lynn,CB,Penn State,4.71,31.5,111,,17
2016,Glenn Gronkowski,RB,Kansas State,4.71,33,120,4.45,17
2006,Mathias Kiwanuka,DE,Boston College,4.74,32,120,4.13,17
2019,Keenen Brown,TE,Texas State,4.75,33,117,4.51,17
2019,Joe Giles-Harris,LB,Duke,4.75,29.5,111,,17
2019,Jace Sternberger,TE,Texas A&M,4.75,31.5,113,4.31,17
2013,Stepfan Taylor,RB,Stanford,4.76,30,110,4.5,17
2022,Cole Turner,TE,Nevada,4.76,27,120,4.41,17
2009,Davon Drew,TE,East Carolina,4.78,29.5,113,4.56,17
2015,Maxx Williams,TE,Minnesota,4.78,34.5,117,4.37,17
2008,Darrell Strong,TE,Pittsburgh,4.81,25,110,4.36,17
2011,Cliff Matthews,DE,South Carolina,4.81,32,112,4.37,17
2013,Mychal Rivera,TE,Tennessee,4.81,31,112,4.43,17
2010,Jim Dray,TE,Stanford,4.82,,,,17
2013,Joseph Fauria,TE,UCLA,4.82,,,,17
2019,Thomas Sweeney,TE,Boston College,4.83,,,,17
2007,Quentin Moses,DE,Georgia,4.84,32,115,4.53,17
2017,Scott Orndoff,TE,Pittsburgh,4.84,27,112,4.45,17
2019,Tommy Sweeney,TE,Boston College,4.84,,,,17
2013,Levine Toilolo,TE,Stanford,4.86,31,113,4.57,17
2005,Dave Kashetta,TE,Boston College,4.9,35.5,113,4.34,17
2014,Michael Sam,DE,Missouri,4.91,25.5,113,4.7,17
2008,Joey Haynos,TE,Maryland,4.94,30.5,123,4.42,17
2014,Tevin Mims,DE,South Florida,4.95,27.5,116,,17
2013,Chris Pantale,TE,Boston College,4.99,33.5,110,4.5,17
2016,D.J. Pettway,DE,Alabama,4.99,28,108,4.69,17
2009,Maurice Evans,DE,Penn State,5,29,107,4.57,17
2022,Matthew Butler,DT,Tennessee,5,32,112,4.81,17
2019,CeCe Jefferson,DE,Florida,5.02,30.5,108,4.53,17
2011,Jarvis Jenkins,DT,Clemson,5.03,26.5,98,4.83,17
2009,Darryl Richard,DT,Georgia Tech,5.08,25.5,,,17
2016,Vincent Valentine,DT,Nebraska,5.19,29,110,4.59,17
2006,Kader Drame,DT,Syracuse,5.29,30.5,108,,17
2009,Darrius Heyward-Bey,WR,Maryland,4.25,38.5,126,4.18,16
2005,Darrent Williams,CB,Oklahoma State,4.3,39,124,3.96,16
2019,Jamel Dean,CB,Auburn,4.3,41,130,4.19,16
2011,Edmond Gates,WR,Abilene Christian,4.31,40,131,,16
2018,Denzel Ward,CB,Ohio State,4.32,39,136,,16
2014,Brandin Cooks,WR,Oregon State,4.33,36,120,3.81,16
2013,Ryan Swope,WR,Texas A&M,4.34,37,125,4.25,16
2018,D.J. Chark,WR,LSU,4.34,40,129,,16
2018,DJ Chark,WR,LSU,4.34,40,129,,16
2012,Chris Rainey,RB,Florida,4.36,36.5,120,3.93,16
2007,Eric Wright,CB,UNLV,4.37,36.5,123,4.23,16
2011,Derrick Locke,RB,Kentucky,4.37,37.5,118,4.15,16
2010,Devin McCourty,CB,Rutgers,4.38,36,126,4.07,16
2013,Kenny Stills,WR,Oklahoma,4.38,33.5,124,4.35,16
2013,Desmond Trufant,CB,Washington,4.38,37.5,125,3.85,16
2020,Denzel Mims,WR,Baylor,4.38,38.5,131,4.43,16
2010,Marcus Easley,WR,Connecticut,4.39,34,123,4.6,16
2020,Antonio Gibson,WR,Memphis,4.39,35,118,,16
2010,Taylor Price,WR,Ohio,4.4,37,114,4.34,16
2012,Michael Floyd,WR,Notre Dame,4.4,36.5,122,,16
2011,Shareece Wright,CB,Southern California,4.41,34.5,113,,16
2015,Tre McBride,WR,William & Mary,4.41,38,122,4.08,16
2019,Johnnie Dixon,WR,Ohio State,4.41,37.5,120,4.43,16
2007,Antonio Pittman,RB,Ohio State,4.42,35.5,123,4.16,16
2014,Martavis Bryant,WR,Clemson,4.42,39,123,4.15,16
2010,Chris Hawkins,CB,LSU,4.43,35,118,4.46,16
2014,Sammy Watkins,WR,Clemson,4.43,34,125,4.34,16
2017,Chidobe Awuzie,CB,Colorado,4.43,34.5,132,4.14,16
2019,Gary Johnson,LB,Texas,4.43,33.5,121,4.57,16
2012,Terrence Frederick,CB,Texas A&M,4.44,35,121,4.03,16
2012,Ladarius Green,TE,Louisiana-Lafayette,4.45,34.5,124,4.47,16
2014,Jabari Price,CB,North Carolina,4.45,,,4.3,16
2014,Damien Williams,RB,Oklahoma,4.45,35.5,121,4.25,16
2021,Dicaprio Bootle,CB,Nebraska,4.45,36.5,126,4.17,16
2006,Devin Hester,WR,Miami (FL),4.46,38,124,,16
2008,Donnie Avery,WR,Houston,4.46,,,,16
2010,Carlton Mitchell,WR,South Florida,4.46,36,122,4.55,16
2011,Randall Cobb,WR,Kentucky,4.46,33.5,115,4.34,16
2011,Ronald Johnson,WR,Southern California,4.46,,,,16
2020,Freddie Swain,WR,Florida,4.46,36.5,124,4.26,16
2017,TreDavious White,CB,LSU,4.47,32,117,4.32,16
2006,Josh Lay,CB,Pittsburgh,4.48,40.5,120,,16
2013,Johnny Adams,CB,Michigan State,4.48,,,,16
2014,Nevin Lawson,CB,Utah State,4.48,33,120,4.4,16
2015,Karlos Williams,RB,Florida State,4.48,33.5,117,4.46,16
2018,Greg Stroman,CB,Virginia Tech,4.48,33.5,113,4.45,16
2011,Clyde Gates,WR,Abilene Christian,4.49,40,131,,16
2016,Maurice Canady,CB,Virginia,4.49,38,124,4.09,16
2010,Jerome Murphy,CB,South Florida,4.5,38,127,4.05,16
2016,James Bradberry,CB,Samford,4.5,36,124,4.21,16
2020,Levante Bellamy,RB,Western Michigan,4.5,39.5,125,,16
2005,Chase Lyman,WR,California,4.51,,,,16
2013,Will Davis,CB,Utah State,4.51,35.5,127,4.02,16
2005,Walter Reyes,RB,Syracuse,4.52,32,108,4.38,16
2006,Chris Hawkins,CB,Marshall,4.53,37,116,4.18,16
2008,Josh Johnson,QB,San Diego,4.53,33.5,110,4.42,16
2018,Carlton Davis,CB,Auburn,4.53,34,124,,16
2018,Brandon Facyson,CB,Virginia Tech,4.53,,,,16
2019,Iman Lewis-Marshall,CB,Southern California,4.53,,,,16
2019,Iman Marshall,CB,Southern California,4.53,,,,16
2021,Cornell Powell,WR,Clemson,4.53,36.5,128,4.21,16
2006,Marques Colston,WR,Hofstra,4.54,37,123,4.43,16
2009,Ryan Palmer,CB,Texas,4.54,36.5,121,4.29,16
2011,Richard Sherman,CB,Stanford,4.54,38,125,4.33,16
2017,Chuck Clark,DB,Virginia Tech,4.54,34,122,4.07,16
2021,Michael Carter,RB,North Carolina,4.54,34,119,3.98,16
2011,Jeremy Kerley,WR,Texas Christian,4.56,34.5,120,,16
2013,Cierre Wood,RB,Notre Dame,4.56,37.5,124,,16
2014,Terrance West,RB,Towson,4.56,33.5,120,,16
2017,Aaron Jones,RB,Texas-El Paso,4.56,37.5,127,4.2,16
2018,Jaleel Scott,WR,New Mexico State,4.56,34.5,124,4.4,16
2018,Roc Thomas,RB,Jacksonville State (AL),4.56,35.5,125,,16
2015,Devante Davis,WR,UNLV,4.57,35.5,115,4.12,16
2019,Damien Harris,RB,Alabama,4.57,37,121,,16
2020,Kalija Lipscomb,WR,Vanderbilt,4.57,32,127,,16
2021,Dillon Stoner,WR,Oklahoma State,4.57,37,123,4.18,16
2005,David McMillan,DE,Kansas,4.58,34,120,4.07,16
2006,Chijioke Onyenegecha,CB,Oklahoma,4.58,34.5,118,,16
2014,Isaiah Burse,WR,Fresno State,4.58,31,114,3.94,16
2015,Dez Lewis,WR,Central Arkansas,4.58,33.5,119,4.28,16
2008,Steve Johnson,WR,Kentucky,4.59,32.5,121,4.26,16
2017,Rasul Douglas,CB,West Virginia,4.59,33.5,120,4.26,16
2010,Jordan Shipley,WR,Texas,4.6,36.5,116,,16
2014,Storm Johnson,RB,Central Florida,4.6,35.5,116,,16
2015,Rannell Hall,WR,Central Florida,4.6,41,132,4.15,16
2016,Jalin Marshall,WR,Ohio State,4.6,37.5,125,4.13,16
2017,Jerome Lane,WR,Akron,4.6,35,125,4.12,16
2008,Mario Manningham,WR,Michigan,4.62,32,117,4.27,16
2008,Mario Urrutia,WR,Louisville,4.63,30,115,4.44,16
2012,Alfred Morris,RB,Florida Atlantic,4.63,35.5,117,4.19,16
2017,Alex Anzalone,LB,Florida,4.63,30.5,116,,16
2019,Jamarius Way,WR,South Alabama,4.63,32.5,119,4.66,16
2010,Devin Ross,CB,Arizona,4.64,40,119,,16
2011,Julius Thomas,TE,Portland State,4.64,35.5,111,4.31,16
2017,Keon Hatcher,WR,Arkansas,4.64,,,4.28,16
2019,Lukas Denis,S,Boston College,4.64,33.5,116,4.09,16
2013,Josh Johnson,CB,Purdue,4.65,35,114,4.25,16
2010,Preston Parker,WR,North Alabama,4.66,35,117,4.16,16
2011,Terrance Turner,WR,Indiana,4.66,41,128,4.15,16
2019,Benny Snell,RB,Kentucky,4.66,29.5,119,4.33,16
2007,Daymeion Hughes,CB,California,4.68,28.5,114,4.43,16
2021,Jack Stoll,TE,Nebraska,4.68,31.5,119,4.29,16
2008,Dwight Lowery,CB,San Jose State,4.69,33.5,116,4.38,16
2022,Greg Dulcich,TE,UCLA,4.69,34,122,4.37,16
2013,Jordan Reed,TE,Florida,4.72,,,,16
2020,Cameron Brown,LB,Penn State,4.72,35.5,123,,16
2020,Devin Asiasi,TE,UCLA,4.73,30.5,115,,16
2007,Dante Hughes,CB,Texas Tech,4.74,28.5,114,4.43,16
2018,Jordan Thomas,TE,Mississippi State,4.74,27,111,4.75,16
2006,Matt Henshaw,TE,Florida State,4.76,29,111,4.44,16
2017,Devine Redding,RB,Indiana,4.76,30.5,116,4.46,16
2005,Billy Bajema,TE,Oklahoma State,4.78,31.5,111,4.25,16
2007,Jarvis Moss,DE,Florida,4.78,30.5,120,,16
2008,Evan Moore,TE,Stanford,4.78,27,110,4.43,16
2020,David Woodward,LB,Utah State,4.79,33.5,114,4.37,16
2007,Tyrone Moss,RB,Miami (FL),4.8,31,107,4.56,16
2015,Jahwan Edwards,RB,Ball State,4.8,35.5,117,4.5,16
2020,C.J. O'Grady,TE,Arkansas,4.81,34,119,4.34,16
2007,Scott Chandler,TE,Iowa,4.83,30,111,4.32,16
2020,Daniel Bituli,LB,Tennessee,4.84,32,121,,16
2014,Richard Rodgers,TE,California,4.87,31.5,115,4.47,16
2015,Martin Ifedi,DE,Memphis,4.88,31,111,4.58,16
2017,Bryan Cox,DE,Florida,4.89,26.5,109,,16
2007,Chad Upshaw,TE,Buffalo,4.92,33.5,108,4.58,16
2006,Copeland Bryan,DE,Arizona,4.94,33,117,4.3,16
2018,Kurt Benkert,QB,Virginia,4.95,31,112,4.33,16
2008,Anthony Morelli,QB,Penn State,5.09,26.5,108,4.6,16
2008,Calais Campbell,DE,Miami (FL),5.11,29.5,111,4.69,16
2010,Jacoby Ford,WR,Clemson,4.22,33.5,115,4.44,15
2011,Patrick Peterson,CB,LSU,4.31,38,126,4.07,15
2019,Andy Isabella,WR,Massachusetts,4.31,36.5,121,4.15,15
2018,Parry Nickerson,CB,Tulane,4.32,,,,15
2012,Coty Sensabaugh,CB,Clemson,4.33,37,122,4.06,15
2009,Lardarius Webb,CB,Nicholls State,4.35,36.5,121,4.1,15
2012,LaMichael James,RB,Oregon,4.35,35,123,4.12,15
2015,Justin Cox,CB,Mississippi State,4.36,38,129,4.07,15
2006,Johnathan Joseph,CB,South Carolina,4.37,37,123,4.23,15
2010,Brandon Ghee,CB,Wake Forest,4.37,37,127,4.07,15
2018,Marquez Valdes-Scantling,WR,South Florida,4.37,30.5,124,,15
2005,Karl Paymah,CB,Washington State,4.38,41.5,121,3.91,15
2011,Prince Amukamara,CB,Nebraska,4.38,38,128,4.08,15
2012,Stephon Gilmore,CB,South Carolina,4.38,36,123,3.94,15
2009,Kory Sheets,RB,Purdue,4.39,37,121,4.39,15
2016,Kolby Listenbee,WR,Texas Christian,4.39,35.5,129,,15
2019,Emanuel Hall,WR,Missouri,4.39,43.5,141,,15
2021,Aaron Robinson,CB,Central Florida,4.39,37,123,4.31,15
2006,Jerious Norwood,RB,Mississippi State,4.4,36.5,122,4.25,15
2010,Andre Roberts,WR,Citadel,4.4,36,120,4.15,15
2022,Josh Thompson,CB,Texas,4.4,37.5,127,4.13,15
2008,Pat Lee,CB,Colorado,4.41,31,120,4.3,15
2021,Ambry Thomas,CB,Michigan,4.41,38,122,,15
2007,Leon Hall,CB,Michigan,4.42,37.5,125,4.07,15
2018,D.J. Moore,WR,Maryland,4.42,39.5,132,4.07,15
2018,DJ Moore,WR,Maryland,4.42,39.5,132,4.07,15
2020,A.J. Terrell,CB,Clemson,4.42,34.5,129,,15
2006,Todd Watkins,WR,Brigham Young,4.43,36,118,4.24,15
2010,David Gettis,WR,Baylor,4.43,34.5,124,4.41,15
2018,Calvin Ridley,WR,Alabama,4.43,31,110,4.41,15
2018,Jester Weah,WR,Pittsburgh,4.43,38,129,4.41,15
2021,Jacob Harris,WR,Central Florida,4.43,40.5,133,4.31,15
2005,Daven Holly,CB,Cincinnati,4.44,39,113,4.08,15
2013,David Amerson,CB,North Carolina State,4.44,35.5,127,,15
2014,E.J. Gaines,CB,Missouri,4.44,,,,15
2018,Grant Haley,CB,Penn State,4.44,34,119,3.94,15
2018,Danny Johnson,CB,Southern,4.44,35,123,,15
2005,Carlos Rogers,CB,Auburn,4.45,40.5,126,3.82,15
2008,Patrick Lee,CB,Auburn,4.45,31,120,4.3,15
2014,Bruce Ellington,WR,South Carolina,4.45,39.5,120,3.95,15
2016,Malcolm Mitchell,WR,Georgia,4.45,36,129,4.34,15
2017,Zay Jones,WR,East Carolina,4.45,36.5,133,4.01,15
2019,David Long,CB,Michigan,4.45,39.5,120,3.97,15
2019,David Long,LB,West Virginia,4.45,39.5,120,,15
2021,Deommodore Lenoir,CB,Oregon,4.45,34.5,121,4.34,15
2005,Justin Miller,CB,Clemson,4.46,41.5,126,,15
2010,Patrick Robinson,CB,Florida State,4.46,39,122,,15
2015,Senquez Golson,CB,Mississippi,4.46,33.5,120,4.2,15
2018,Kalen Ballage,RB,Arizona State,4.46,33.5,122,4.35,15
2018,Duke Dawson,CB,Florida,4.46,,,,15
2018,Byron Pringle,WR,Kansas State,4.46,33.5,120,4.4,15
2007,Johnathan Holland,WR,Louisiana Tech,4.47,35.5,120,4.4,15
2019,Corey Ballentine,CB,Washburn,4.47,39.5,135,4.14,15
2007,Jonathan Holland,WR,Michigan State,4.48,35.5,120,4.4,15
2013,Ryan Spadola,WR,Lehigh,4.48,33.5,119,4.07,15
2017,Brian Allen,DB,Utah,4.48,34.5,117,4.34,15
2019,Deebo Samuel,WR,South Carolina,4.48,39,122,4.14,15
2020,Noah Igbinoghene,CB,Auburn,4.48,37,128,,15
2020,Dezmon Patmon,WR,Washington State,4.48,36,132,4.38,15
2008,Darnell Terrell,CB,Missouri,4.49,34,125,,15
2009,Lydell Sargeant,CB,Penn State,4.49,35,117,4.21,15
2014,Jeremy Gallon,WR,Michigan,4.49,,,,15
2016,Eric Murray,CB,Minnesota,4.49,39.5,124,4.05,15
2018,Derrius Guice,RB,LSU,4.49,31.5,,,15
2021,Jason Pinnock,CB,Pittsburgh,4.49,39.5,128,4.1,15
2005,Ray Hudson,RB,Alabama,4.5,,,,15
2005,Antrel Rolle,CB,Miami (FL),4.5,,,,15
2010,Chris Bell,WR,Norfolk State,4.5,35,117,4.35,15
2010,James Starks,RB,Buffalo,4.5,36,119,4.23,15
2010,Stephen Williams,WR,Toledo,4.5,36.5,125,4.11,15
2012,Eric Page,WR,Toledo,4.5,30,112,3.98,15
2012,Brian Quick,WR,Appalachian State,4.5,34,119,4.23,15
